ensembl_gene_id	hgnc_symbol	entrezgene_id
1750	ENSG00000164754	RAD21	5885
1752	ENSG00000136997	MYC	4609
1753	ENSG00000104499	GML	2765
1754	ENSG00000160957	RECQL4	9401
1757	ENSG00000160949	TONSL	4796
1759	ENSG00000156831	NSMCE2	286053
1762	ENSG00000104320	NBN	4683
1766	ENSG00000154328	NEIL2	252969
1769	ENSG00000185122	HSF1	3297
1770	ENSG00000104419	NDRG1	10397
1771	ENSG00000121022	COPS5	10987
1772	ENSG00000181085	MAPK15	225689
1774	ENSG00000178685	PARP10	84875
1776	ENSG00000175073	VCPIP1	80124
1778	ENSG00000178460	MCMDC2	157777
1779	ENSG00000147601	TERF1	7013
1781	ENSG00000070501	POLB	5423
1786	ENSG00000136573	BLK	640
1788	ENSG00000137074	APTX	54840
1791	ENSG00000177076	ACER2	340485
1794	ENSG00000119318	RAD23B	5887
1798	ENSG00000081377	CDC14B	8555
1800	ENSG00000158169	FANCC	2176
1802	ENSG00000148411	NACC2	138151
1805	ENSG00000148153	INIP	58493
1808	ENSG00000107290	SETX	23064
1810	ENSG00000136807	CDK9	1025
1813	ENSG00000178966	RMI1	80010
1815	ENSG00000136936	XPA	7507
1820	ENSG00000148362	PAXX	286257
1824	ENSG00000097007	ABL1	25
1826	ENSG00000119401	TRIM32	22954
1828	ENSG00000198887	SMC5	23137
1830	ENSG00000147889	CDKN2A	1029
1833	ENSG00000221829	FANCG	2189
1835	ENSG00000148300	REXO4	57109
1837	ENSG00000197579	TOPORS	10210
1841	ENSG00000165280	VCP	7415
1846	ENSG00000182150	ERCC6L2	375748
1847	ENSG00000148229	POLE3	54107
1849	ENSG00000181544	FANCB	2187
1851	ENSG00000174010	KLHL15	80311
1852	ENSG00000130985	UBA1	7317
1854	ENSG00000072133	RPS6KA6	27330
1856	ENSG00000101843	PSMD10	5716
1857	ENSG00000015285	WAS	7454
1858	ENSG00000183434	TFDP3	51270
1860	ENSG00000147400	CETN2	1069
1864	ENSG00000204086	RPA4	29935
1866	ENSG00000147231	RADX	55086
1868	ENSG00000207870	MIR221	407006
1870	ENSG00000077721	UBE2A	7319
1873	ENSG00000102081	FMR1	2332
1876	ENSG00000101945	SUV39H1	6839
1879	ENSG00000101966	XIAP	331
1883	ENSG00000169188	APEX2	27301
1885	ENSG00000072501	SMC1A	8243
1886	ENSG00000269335	IKBKG	8517
1890	ENSG00000101868	POLA1	5422
1892	ENSG00000185515	BRCC3	79184
1897	ENSG00000158290	CUL4B	8450
1901	ENSG00000147133	TAF1	6872
1903	ENSG00000183479	TREX2	11219
1904	ENSG00000187325	TAF9B	51616
1907	ENSG00000086758	HUWE1	10075
1910	ENSG00000247746	USP51	158880
